scientificName,taxon,kingdom,earliestEventDate,earliestLocation,earliestISO3,totalCountryCount,habitat,establishmentMeans,isInvasiveAnywhere,originalDatabase
"Poecilia reticulata Peters, 1859",Poecilia reticulata,Animalia,1901,Austria,AUT,68,brackish; freshwater,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS; M.McGeoch_AUS_2025
"Poecilia vivipara Bloch & Schneider, 1801",Poecilia vivipara,Animalia,NA,NA,NA,1,brackish; freshwater,introduced,TRUE,FirstRecords; GRIIS
"Poicephalus senegalus (Linnaeus, 1766)",Poicephalus senegalus,Animalia,1982,Germany,DEU,6,terrestrial,introduced,TRUE,SINAS; TrIAS; FirstRecords; GRIIS
"Polistes chinensis (Fabricius, 1793)",Polistes chinensis,Animalia,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Polistes dominula (Christ, 1791)",Polistes dominula,Animalia,1968,United States,USA,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Polistes humilis (Fabricius, 1781)",Polistes humilis,Animalia,1896,New Zealand,NZL,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Polistes olivaceus (Deg., 1773)",Polistes olivaceus,Animalia,1850,United States,USA,4,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Polyalthia suberosa (Roxb.) Thwaites,Polyalthia suberosa,Plantae,2008,United States,USA,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Polycarpon tetraphyllum (L.) L.,Polycarpon tetraphyllum,Plantae,1500,Germany,DEU,22,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
"Polydrusus formosus (Mayer, 1779)",Polydrusus formosus,Animalia,1868,Norway,NOR,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
"Polydrusus inustus Germar, 1823",Polydrusus inustus,Animalia,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Polygala myrtifolia L.,Polygala myrtifolia,Plantae,1500,Italy,ITA,8,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
Polygala paniculata L.,Polygala paniculata,Plantae,1845,Indonesia,IDN,22,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Polygonum argyrocoleum Steud. ex Kunze,Polygonum argyrocoleum,Plantae,1959,Mexico,MEX,7,terrestrial,introduced,TRUE,SINAS; TrIAS; FirstRecords; GRIIS
Polygonum aviculare L.,Polygonum aviculare,Plantae,1500,Bulgaria,BGR,37,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
Polygonum boreale (Lange) Small,Polygonum boreale,Plantae,NA,NA,NA,1,freshwater,introduced,TRUE,GRIIS
"Polygonum hydropiperoides Pursh, 1813",Polygonum hydropiperoides,Plantae,1851,Chile,CHL,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Polygonum orientale R.Br., 1810",Polygonum orientale,Plantae,1935,Chile,CHL,9,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Polygonum persicaria Wahlenb. ex Nyman, 1881",Polygonum persicaria,Plantae,1851,Chile,CHL,3,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Polygraphus proximus Blandford, 1894",Polygraphus proximus,Animalia,1999,Russia,RUS,2,terrestrial,introduced,TRUE,GRIIS; FirstRecords
"Polygyra cereolus (Megerle von Muhlfeld, 1816); Polygyra cereolus (Megerle von Mühlfeld, 1818)",Polygyra cereolus,Animalia,NA,NA,NA,3,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Polypedates leucomystax (Gravenhorst, 1829)",Polypedates leucomystax,Animalia,1964,Japan,JPN,2,freshwater; terrestrial,introduced,TRUE,FirstRecords; GRIIS
Polypodium vulgare L.,Polypodium vulgare,Plantae,NA,NA,NA,1,terrestrial,introduced,TRUE,GRIIS
Polypogon monspeliensis (L.) Desf.,Polypogon monspeliensis,Plantae,1500,Germany,DEU,33,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
Polypogon viridis (Gouan) Breistr.,Polypogon viridis,Plantae,1500,United Kingdom,GBR,12,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS
Polypremum procumbens L.,Polypremum procumbens,Plantae,1999,Australia,AUS,4,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Polytrias indica (Houtt.) Veldkamp,Polytrias indica,Plantae,1909,Philippines,PHL,9,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
"Pomacea bridgesii (Reeve, 1856)",Pomacea bridgesii,Animalia,1960,Austria,AUT,4,freshwater,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
"Pomacea canaliculata (Lamarck, 1822)",Pomacea canaliculata,Animalia,1980,China; Japan; Singapore,CHN; JPN; SGP,20,freshwater,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Pomacea diffusa Blume, 1957",Pomacea diffusa,Animalia,2003,United States,USA,7,freshwater,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Pomacea maculata Perry, 1810",Pomacea maculata,Animalia,1980,Singapore,SGP,11,freshwater,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,EPPO Distribution; USRIIS; FirstRecords; GRIIS
Pomaderris aspera Sieber ex DC.,Pomaderris aspera,Plantae,NA,NA,NA,1,terrestrial,introduced,TRUE,GRIIS
"Pomoxis annularis Rafinesque, 1818",Pomoxis annularis,Animalia,1952,Mexico,MEX,3,brackish; freshwater,introduced,TRUE,FirstRecords; GRIIS
"Pomoxis nigromaculatus (Lesueur, 1829)",Pomoxis nigromaculatus,Animalia,1927,Japan,JPN,5,brackish; freshwater,introduced,TRUE,SINAS; FirstRecords; GRIIS
"Pontastacus leptodactylus (Eschscholtz, 1823)",Pontastacus leptodactylus,Animalia,1850,Czech Republic,CZE,13,brackish; freshwater,introduced,TRUE,TrIAS; FirstRecords; GRIIS
Pontederia azurea Sw.,Pontederia azurea,Plantae,NA,NA,NA,4,freshwater,introduced,TRUE,FirstRecords; GRIIS
Pontederia cordata L.,Pontederia cordata,Plantae,1500,Switzerland,CHE,20,freshwater; terrestrial,introduced,TRUE,DAISIE; TrIAS; FirstRecords; GRIIS
Pontederia crassipes Mart.,Pontederia crassipes,Plantae,1884,South Africa,ZAF,109,freshwater; terrestrial,introduced,TRUE,TrIAS; FirstRecords; GRIIS
Pontederia hastata L.,Pontederia hastata,Plantae,NA,NA,NA,2,freshwater,introduced,TRUE,FirstRecords; GRIIS
Pontederia paniculata Spreng.,Pontederia paniculata,Plantae,NA,NA,NA,1,freshwater,introduced,TRUE,FirstRecords; GRIIS
Pontederia vaginalis Burm.f.,Pontederia vaginalis,Plantae,1989,Iran,IRN,11,freshwater,introduced,TRUE,FirstRecords; GRIIS
"Ponticola kessleri (Günther, 1861)",Ponticola kessleri,Animalia,2012,Belgium,BEL,12,brackish; freshwater,introduced,TRUE,TrIAS; FirstRecords; GRIIS
"Pontogammarus maeoticus (Sovinskij, 1894)",Pontogammarus maeoticus,Animalia,1955,Ukraine,UKR,1,brackish; freshwater,introduced,TRUE,FirstRecords; GRIIS
"Pontogammarus robustoides (Sars, 1894)",Pontogammarus robustoides,Animalia,1950,Ukraine,UKR,9,brackish; freshwater,introduced,TRUE,FirstRecords; GRIIS; InstytutOchronyPrzyrody
"Popillia japonica Newman, 1841; Popillia japonica Newman, 1838",Popillia japonica,Animalia,1916,United States,USA,4,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Populus alba L.,Populus alba,Plantae,1500,United Kingdom,GBR,31,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS; Artsdatabanken
Populus balsamifera L.,Populus balsamifera,Plantae,1500,United Kingdom,GBR,17,freshwater; terrestrial,introduced,TRUE,DAISIE; TrIAS; FirstRecords; GRIIS; Artsdatabanken
Populus ×berolinensis K.Koch; Populus × berolinensis K.Koch,Populus berolinensis,Plantae,1500,United Kingdom,GBR,8,freshwater; terrestrial,introduced,TRUE,DAISIE; TrIAS; FirstRecords; GRIIS; Artsdatabanken
Populus ×canadensis Moench; Populus × canadensis Moench,Populus canadensis,Plantae,1500,Czechia,CZE,28,freshwater; terrestrial,introduced,TRUE,DAISIE; TrIAS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
Populus ×canescens (Aiton) Sm.; Populus × canescens (Aiton) Sm.,Populus canescens,Plantae,1500,United Kingdom,GBR,15,freshwater; terrestrial,introduced,TRUE,DAISIE; TrIAS; FirstRecords; GRIIS
Populus deltoides W.Bartram ex Marshall,Populus deltoides,Plantae,1500,Bulgaria,BGR,15,freshwater; terrestrial,introduced,TRUE,DAISIE; TrIAS; FirstRecords; GRIIS
Populus laurifolia Ledeb.,Populus laurifolia,Plantae,1797,Estonia,EST,5,freshwater; terrestrial,introduced,TRUE,FirstRecords; GRIIS; Artsdatabanken
Populus nigra L.,Populus nigra,Plantae,1707,Sweden,SWE,18,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS; Artsdatabanken; InstytutOchronyPrzyrody
Populus nigra var. italica (Moench) Koehne,Populus nigra italica,Plantae,2018,Belgium,BEL,4,terrestrial,introduced,TRUE,TrIAS; FirstRecords; GRIIS
Populus tremula L.,Populus tremula,Plantae,1888,Australia,AUS,3,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Populus tremuloides Michx.,Populus tremuloides,Plantae,1932,Estonia,EST,4,freshwater; terrestrial,introduced,TRUE,GRIIS; FirstRecords
Poranopsis paniculata (Roxb.) Roberty,Poranopsis paniculata,Plantae,1936,United States,USA,3,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Porcellio laevis Latreille, 1804",Porcellio laevis,Animalia,1929,Germany,DEU,7,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Porcellio scaber Latreille, 1804",Porcellio scaber,Animalia,1922,United States,USA,6,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
"Porcellionides pruinosus (Brandt, 1833)",Porcellionides pruinosus,Animalia,1898,Norway,NOR,7,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
"Porcellionides sexfasciatus (Budde-Lund, 1885)",Porcellionides sexfasciatus,Animalia,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Porcellionides sexfasciatus sexfasciatus (Budde-Lund, 1885)",Porcellionides sexfasciatus sexfasciatus,Animalia,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Porophyllum ruderale (Jacq.) Cass.,Porophyllum ruderale,Plantae,1945,Indonesia,IDN,7,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
Portulaca oleracea L.,Portulaca oleracea,Plantae,1500,Austria,AUT,94,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
"Portulaca oleracea subsp. oleracea Linnaeus, 1753; Portulaca oleracea var. oleracea",Portulaca oleracea oleracea,Plantae,1948,Norway,NOR,9,freshwater; terrestrial,introduced,TRUE,FirstRecords; GRIIS; Artsdatabanken
Portulaca pilosa L.,Portulaca pilosa,Plantae,1500,Italy,ITA,13,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
"Potamocorbula amurensis (Schrenck, 1861); Potamocorbula amurensis (Schrenck, 1862)",Potamocorbula amurensis,Animalia,1985,Australia,AUS,4,brackish; freshwater; marine,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; TrIAS; FirstRecords; GRIIS
Potamogeton crispus L.,Potamogeton crispus,Plantae,1865,United States,USA,9,brackish; freshwater,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Potamogeton diversifolius Raf.,Potamogeton diversifolius,Plantae,NA,NA,NA,1,freshwater,introduced,TRUE,FirstRecords; GRIIS
Potamogeton schweinfurthii A.Benn.,Potamogeton schweinfurthii,Plantae,NA,NA,NA,1,freshwater,introduced,TRUE,FirstRecords; GRIIS
"Potamopyrgus antipodarum (J. E. Gray, 1853); Potamopyrgus antipodarum (J.E.Gray, 1843)",Potamopyrgus antipodarum,Animalia,1801,Estonia,EST,31,freshwater; brackish; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS; Artsdatabanken; InstytutOchronyPrzyrody
"Potamothrix bavaricus (Oschmann, 1913)",Potamothrix bavaricus,Animalia,1901,Estonia,EST,4,brackish; freshwater,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
Potentilla argentea L.,Potentilla argentea,Plantae,1862,Canada,CAN,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Potentilla collina Wibel,Potentilla collina,Plantae,NA,NA,NA,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Potentilla indica (Andrews) Th.Wolf,Potentilla indica,Plantae,1798,Turkey,TUR,40,freshwater; terrestrial,introduced,TRUE,TrIAS; FirstRecords; GRIIS
Potentilla intermedia L.,Potentilla intermedia,Plantae,1500,United Kingdom,GBR,18,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; TrIAS; FirstRecords; GRIIS; Artsdatabanken; InstytutOchronyPrzyrody
Potentilla norvegica L.,Potentilla norvegica,Plantae,1500,United Kingdom,GBR,13,terrestrial,introduced,TRUE,DAISIE; TrIAS; FirstRecords; GRIIS
Potentilla recta L.,Potentilla recta,Plantae,1500,Switzerland,CHE,13,freshwater; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS; Artsdatabanken
Potentilla reptans L.,Potentilla reptans,Plantae,1833,Norway,NOR,7,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS; Artsdatabanken
Pouteria campechiana (Kunth) Baehni,Pouteria campechiana,Plantae,NA,NA,NA,3,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Pratylenchus thornei Sher & Allen, 1953",Pratylenchus thornei,Animalia,NA,NA,NA,1,terrestrial,introduced,TRUE,GRIIS
Praxelis clematidea (Griseb.) R.King and H.Rob.; Praxelis clematidea (Griseb.) R.M.King & H.Rob.,Praxelis clematidea,Plantae,1980,China,CHN,3,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Primula elatior subsp. elatior,Primula elatior elatior,Plantae,1883,Norway,NOR,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS; Artsdatabanken
Primula japonica A. Gray; Primula japonica A.Gray,Primula japonica,Plantae,1500,United Kingdom,GBR,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,DAISIE; USRIIS; FirstRecords; GRIIS
"Prinerigone vagans (Audouin, 1826)",Prinerigone vagans,Animalia,NA,NA,NA,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Pristiphora erichsonii (Hartig, 1837)",Pristiphora erichsonii,Animalia,1850,Norway,NOR,6,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,SINAS; USRIIS; FirstRecords; GRIIS
"Pristiphora geniculata (Hartig); Pristiphora geniculata (Hartig, 1840)",Pristiphora geniculata,Animalia,1926,United States,USA,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Pristobrycon striolatus (Steindachner, 1908)",Pristobrycon striolatus,Animalia,NA,NA,NA,1,freshwater,introduced,TRUE,FirstRecords; GRIIS
"Procambarus acutus (Girard, 1852)",Procambarus acutus,Animalia,2002,Netherlands,NLD,5,freshwater,introduced,TRUE,SINAS; TrIAS; GRIIS; FirstRecords
"Procambarus clarkii (Girard, 1852)",Procambarus clarkii,Animalia,1927,Japan,JPN,39,freshwater; brackish; terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; TrIAS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
"Procambarus fallax (Hagen, 1870)",Procambarus fallax,Animalia,NA,NA,NA,4,freshwater,introduced,TRUE,FirstRecords; GRIIS
"Procambarus virginalis Lyko, 2017",Procambarus virginalis,Animalia,2003,Madagascar,MDG,6,freshwater,introduced,TRUE,GRIIS; FirstRecords; InstytutOchronyPrzyrody
"Procyon Storr, 1780",Procyon,Animalia,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Procyon lotor (Linnaeus, 1758)",Procyon lotor,Animalia,1784,Bahamas,BHS,27,freshwater; terrestrial,introduced,TRUE,TrIAS; FirstRecords; GRIIS; InstytutOchronyPrzyrody
"Profenusa thomsoni (Konow, 1886)",Profenusa thomsoni,Animalia,1920,United States,USA,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Prokelisia marginata (Van Duzee, 1897)",Prokelisia marginata,Animalia,NA,NA,NA,1,terrestrial,introduced,TRUE,GRIIS
"Prosapia bicincta (Say, 1830)",Prosapia bicincta,Animalia,2016,United States,USA,1,terrestrial,"introduced (alien, exotic, non-native, nonindigenous)",TRUE,USRIIS
Prosopis L.,Prosopis,Plantae,NA,NA,NA,2,terrestrial,introduced,TRUE,GRIIS
Prosopis chilensis (Molina) Stuntz,Prosopis chilensis,Plantae,NA,NA,NA,6,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Prosopis farcta (Banks & Sol.) J.F.Macbr.,Prosopis farcta,Plantae,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Prosopis glandulosa Torr.,Prosopis glandulosa,Plantae,1900,South Africa,ZAF,12,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Prosopis glandulosa var. torreyana (L.D.Benson) M.C.Johnst.,Prosopis glandulosa torreyana,Plantae,NA,NA,NA,3,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Prosopis glandulosa x velutina,Prosopis glandulosa x velutina,Plantae,2007,Australia,AUS,1,terrestrial,introduced,TRUE,GRIIS; M.McGeoch_AUS_2025
Prosopis juliflora (Sw.) DC.,Prosopis juliflora,Plantae,1822,Nigeria,NGA,67,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Prosopis pallida (Humb. and Bonpl. ex Willd.) Kunth; Prosopis pallida (Humb. & Bonpl. ex Willd.) Kunth,Prosopis pallida,Plantae,1828,United States,USA,12,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
Prosopis velutina Wooton,Prosopis velutina,Plantae,1899,Australia,AUS,7,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Prosopocoilus inclinatus (Motschulsky, 1857)",Prosopocoilus inclinatus,Animalia,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Prostephanus truncatus (Horn, 1878)",Prostephanus truncatus,Animalia,1878,United States,USA,10,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Protaetia fusca (Herbst, 1790)",Protaetia fusca,Animalia,1949,United States,USA,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Protaetia orientalis (Gory and Percheron, 1833); Protaetia orientalis (Gory & Percheron, 1833)",Protaetia orientalis,Animalia,2002,United States,USA,2,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
"Protaetia orientalis sakaii Kobayashi, 1994",Protaetia orientalis sakaii,Animalia,1976,Japan,JPN,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Protaetia pryeri (Janson, 1888)",Protaetia pryeri,Animalia,1985,Japan,JPN,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Proterorhinus marmoratus (Pallas, 1814)",Proterorhinus marmoratus,Animalia,1982,Russia,RUS,5,brackish; freshwater; marine,introduced,TRUE,FirstRecords; GRIIS
"Proterorhinus semilunaris (Heckel, 1837)",Proterorhinus semilunaris,Animalia,1985,Netherlands,NLD,10,brackish; freshwater,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; TrIAS; FirstRecords; GRIIS
"Protobothrops elegans (Gray, 1849)",Protobothrops elegans,Animalia,1976,Japan,JPN,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Protobothrops mucrosquamatus (Cantor, 1839)",Protobothrops mucrosquamatus,Animalia,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
"Protophormia terraenovae (Robineau-Desvoidy, 1830)",Protophormia terraenovae,Animalia,NA,NA,NA,1,terrestrial,introduced,TRUE,FirstRecords; GRIIS
Prunella vulgaris L.,Prunella vulgaris,Plantae,1770,Australia,AUS,11,terrestrial,"introduced (alien, exotic, non-native, nonindigenous); introduced",TRUE,USRIIS; FirstRecords; GRIIS
